Year Plot,Plot,community,year,slope,Pos,Maint,RowCol,Herb,Mix,native_species_richness,total_native_cover,NN.Cov,ACMGLA,ACMSTR,ARTCAL,CASEXS,CIROCC,DEIFAS,ENCCAL,ERIFAS,ESCCAL,EUCCHR,GRICAM,ISOMEN,LEYCON,LUPMIC,LUPSUC,MALSAX,MIRCAL,PHACIC,PLAERE,SALAPI,SALCOL,STIPUL,photo_cwm,wue_cwm,sla_cwm,N_cwm,seed_cwm,rdiam_cwm,rmf_cwm,srl_cwm,rtd_cwm,multivariate_FDis,photo_fd,wue_fd,sla_fd,N_fd,seed_fd,rdiam_fd,rmf_fd,srl_fd,rtd_fd
2012 GLForbMNorthLB11_S,GLForbMNorthLB11_S,GL,2012,North,LB,M,11,S,Forb,2,25,4.166666667,0,4.166666667,0,0,0,0,0,0,0,0,20.83333333,0,0,0,0,0,0,0,0,0,0,0,30.935,73.28833333,160.2366667,3.491666667,0.001995,0.42555,0.613666667,74.54833333,0.100333333,0.895550145,0.003201998,0.123998283,0.18989922,0.353915595,0.02490274,0.045857528,0.421236175,0.05659046,0.664786294
2012 GLForbMNorthLB11_W,GLForbMNorthLB11_W,GL,2012,North,LB,M,11,W,Forb,1,66.66666667,4.166666667,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.86,82.83,186.02,4.7,0.00147,0.4543,0.522,93.74,0.067,0,0,0,0,0,0,0,0,0,0
2012 GLForbMNorthLB13_S,GLForbMNorthLB13_S,GL,2012,North,LB,M,13,S,Forb,2,8.333333333,4.166666667,0,4.166666667,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,30.905,77.105,170.55,3.975,0.001785,0.43705,0.577,82.225,0.087,1.61199026,0.005763596,0.22319691,0.341818596,0.637048071,0.044824932,0.082543551,0.758225116,0.101862829,1.19661533
2012 GLForbMNorthLB13_W,GLForbMNorthLB13_W,GL,2012,North,LB,M,13,W,Forb,4,87.5,0,0,4.166666667,0,0,0,37.5,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,12.5,29.9880342,61.23546549,153.2656503,3.860476191,0.001706143,0.405709524,0.630401437,119.6250406,0.076340179,1.959671666,0.128375308,0.381512388,0.396066207,0.408699039,0.127629809,0.073515274,0.5236038,0.351489516,1.438760543
2012 GLForbMNorthLB21_S,GLForbMNorthLB21_S,GL,2012,North,LB,M,21,S,Forb,1,4.340277778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,15.96,82.41,162.19,1.79,0.02623,0.7218,0.415,44.84,0.055,0,0,0,0,0,0,0,0,0,0
2012 GLForbMNorthLB21_W,GLForbMNorthLB21_W,GL,2012,North,LB,M,21,W,Forb,2,33.33333333,4.166666667,0,29.16666667,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,30.87125,81.39875,182.1525,4.51875,0.00154875,0.4499875,0.53575,90.86125,0.072,0.705245739,0.002521573,0.097648648,0.149545636,0.278708531,0.019610908,0.036112804,0.331723488,0.044564988,0.523519207
2012 GLForbMNorthLB22_S,GLForbMNorthLB22_S,GL,2012,North,LB,M,22,S,Forb,3,37.5,0,0,0,0,0,0,12.5,0,0,0,0,4.166666667,0,0,0,0,0,0,0,12.5,0,0,0,29.65803965,56.68600703,163.756934,3.991428571,0.001307571,0.374411428,0.613267894,166.8102281,0.061709834,1.369265255,0.107371909,0.21426872,0.097900685,0.186138184,0.075814685,0.189538157,0.783054255,0.2822141,0.774212956
2012 GLForbMNorthLB22_W,GLForbMNorthLB22_W,GL,2012,North,LB,M,22,W,Forb,3,25,0,0,16.66666667,0,0,4.166666667,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,29.90666667,82.84666667,173.1916667,4.128333333,0.00209,0.436466667,0.531833333,94.62166667,0.0755,1.275362238,0.207347137,0.149880895,0.377932591,0.669754754,0.117635799,0.113779839,0.460296257,0.080907403,0.67808202
2012 GLForbMNorthLB23_S,GLForbMNorthLB23_S,GL,2012,North,LB,M,23,S,Forb,2,16.66666667,4.166666667,0,4.166666667,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,30.9275,74.2425,162.815,3.6125,0.0019425,0.428425,0.6045,76.4675,0.097,1.208992695,0.004322697,0.167397683,0.256363947,0.477786053,0.033618699,0.061907663,0.568668837,0.076397121,0.897461497
2012 GLForbMNorthLB23_W,GLForbMNorthLB23_W,GL,2012,North,LB,M,23,W,Forb,4,120.8333333,0,0,12.5,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333,0,0,8.333333333,29.25675282,65.01967977,155.5475244,4.34,0.001855778,0.392828889,0.563754049,141.9913081,0.063904154,1.445651469,0.190898478,0.462906369,0.638511579,0.210884879,0.122646213,0.223032113,0.671145354,0.321098643,0.518144052
2012 GLForbMNorthLB24_S,GLForbMNorthLB24_S,GL,2012,North,LB,M,24,S,Forb,2,12.5,4.166666667,0,8.333333333,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,30.89,79.01333333,175.7066667,4.216666667,0.00168,0.4428,0.558666667,86.06333333,0.080333333,1.432880231,0.005123196,0.198397254,0.303838752,0.566264952,0.039844384,0.073372046,0.673977881,0.090544737,1.063658071
2012 GLForbMNorthLB24_W,GLForbMNorthLB24_W,GL,2012,North,LB,M,24,W,Forb,3,45.83333333,0,0,4.166666667,0,0,0,33.33333333,0,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,30.34534068,55.64021313,169.2509435,4.139,0.0009058,0.411804666,0.654033402,145.7440924,0.056858357,1.026871398,0.028672445,0.334733562,0.0741044,0.156230548,0.050044546,0.048320916,0.424790253,0.224758469,0.721359046
2012 GLForbMNorthLB33_W,GLForbMNorthLB33_W,GL,2012,North,LB,M,33,W,Forb,4,91.66666667,20.83333333,0,8.333333333,0,0,0,25,0,0,0,0,4.166666667,0,0,0,0,0,0,0,4.166666667,0,0,0,30.25825551,59.68840985,170.2157076,4.178,0.0010821,0.408956,0.626275051,143.1963193,0.059593768,1.410956359,0.048548265,0.452045053,0.139681992,0.185578693,0.067638687,0.097168834,0.793586401,0.303242426,0.744518469
2012 GLForbMNorthLower11_S,GLForbMNorthLower11_S,GL,2012,North,Lower,M,11,S,Forb,1,8.333333333,62.5,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.20542585,50.27401641,168.9261794,4.18,0.000686,0.405493333,0.673291752,161.6238655,0.049322946,0,0,0,0,0,0,0,0,0,0
2012 GLForbMNorthLower11_W,GLForbMNorthLower11_W,GL,2012,North,Lower,M,11,W,Forb,2,29.16666667,37.5,0,20.83333333,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.67297881,73.5282904,181.1360513,4.551428571,0.001246,0.440355238,0.565226215,113.1353901,0.061949413,1.144731176,0.034219509,0.518056854,0.154162388,0.186496831,0.045536439,0.095325066,0.851303942,0.245105056,0.431686404
2012 GLForbMNorthLower13_S,GLForbMNorthLower13_S,GL,2012,North,Lower,M,13,S,Forb,2,37.5,29.16666667,0,29.16666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333,0,0,0,30.37555556,77.35666667,180.5666667,4.555555556,0.001513333,0.426277778,0.527555556,118.2488889,0.065222222,0.62651354,0.096518487,0.331932756,0.187435972,0.197433374,0.009592166,0.208584556,0.119137504,0.337256974,0.165457922
2012 GLForbMNorthLower13_W,GLForbMNorthLower13_W,GL,2012,North,Lower,M,13,W,Forb,1,8.333333333,37.5,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.86,82.83,186.02,4.7,0.00147,0.4543,0.522,93.74,0.067,0,0,0,0,0,0,0,0,0,0
2012 GLForbMNorthLower15_S,GLForbMNorthLower15_S,GL,2012,North,Lower,M,15,S,Forb,3,58.33333333,0,0,20.83333333,0,0,0,16.66666667,0,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,30.60717034,68.66260656,176.0884718,4.347,0.0012194,0.431327333,0.593516701,118.5905462,0.063929178,1.561297767,0.041164317,0.573523354,0.21944286,0.310176509,0.060722841,0.109927275,0.985922886,0.304541598,0.699121664
2012 GLForbMNorthLower15_W,GLForbMNorthLower15_W,GL,2012,North,Lower,M,15,W,Forb,2,45.83333333,12.5,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666667,0,0,0,30.61777778,80.09333333,183.2933333,4.627777778,0.001491667,0.440288889,0.524777778,105.9944444,0.066111111,0.358007737,0.055153421,0.18967586,0.10710627,0.112819071,0.005481238,0.119191175,0.068078574,0.192718271,0.094547384
2012 GLForbMNorthLower21_S,GLForbMNorthLower21_S,GL,2012,North,Lower,M,21,S,Forb,2,29.16666667,29.16666667,0,25,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.76648941,78.1791452,183.5780256,4.625714286,0.001358,0.447327619,0.543613107,103.4376951,0.064474707,0.686838706,0.020531705,0.310834112,0.092497433,0.111898099,0.027321863,0.05719504,0.510782365,0.147063033,0.259011842
2012 GLForbMNorthLower21_W,GLForbMNorthLower21_W,GL,2012,North,Lower,M,21,W,Forb,1,4.166666667,41.66666667,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.86,82.83,186.02,4.7,0.00147,0.4543,0.522,93.74,0.067,0,0,0,0,0,0,0,0,0,0
2012 GLForbMNorthLower23_S,GLForbMNorthLower23_S,GL,2012,North,Lower,M,23,S,Forb,1,37.5,16.66666667,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.86,82.83,186.02,4.7,0.00147,0.4543,0.522,93.74,0.067,0,0,0,0,0,0,0,0,0,0
2012 GLForbMNorthLower25_S,GLForbMNorthLower25_S,GL,2012,North,Lower,M,25,S,Forb,3,66.66666667,8.333333333,0,20.83333333,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66666667,29.23634375,67.03751828,149.9157717,4.42,0.002049,0.408193889,0.563690094,123.6966401,0.066495985,1.58982757,0.23535809,0.513076146,0.874809479,0.205026965,0.165638795,0.183853244,0.755479362,0.220832833,0.513738048
2012 GLForbMNorthLower25_W,GLForbMNorthLower25_W,GL,2012,North,Lower,M,25,W,Forb,2,20.83333333,25,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333,29.10798474,73.64581702,147.8230722,4.52,0.0024,0.413614667,0.526640587,109.3228084,0.071698298,1.243267603,0.26927754,0.429669435,1.012779851,0.189796391,0.158808329,0.233621696,0.076769668,0.165416477,0.337323353
2012 GLForbMNorthLower31_W,GLForbMNorthLower31_W,GL,2012,North,Lower,M,31,W,Forb,1,4.166666667,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,0,25.83,88.84,204.82,2.64,0.02356,1.273,0.444,13.89,0.058,0,0,0,0,0,0,0,0,0,0
2012 GLForbMNorthLower33_S,GLForbMNorthLower33_S,GL,2012,North,Lower,M,33,S,Forb,1,4.166666667,66.66666667,0,0,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,30.95,71.38,155.08,3.25,0.0021,0.4198,0.632,70.71,0.107,0,0,0,0,0,0,0,0,0,0
2012 GLForbMNorthLower35_S,GLForbMNorthLower35_S,GL,2012,North,Lower,M,35,S,Forb,4,100.1736111,0,0,41.66666667,0,0,0,0,0,0,0,0,4.166666667,0,0,0,4.166666667,0,0,0,0,0,0,50,28.0528976,70.85518794,135.9917569,4.293333333,0.003690417,0.413151667,0.527925734,110.2214272,0.07403954,1.51381488,0.330532895,0.428290325,1.004555061,0.297777259,0.282166818,0.289811604,0.197808381,0.198821326,0.445913399
2012 GLForbMNorthLower35_W,GLForbMNorthLower35_W,GL,2012,North,Lower,M,35,W,Forb,4,113.1944444,4.166666667,0,62.5,0,0,0,0,0,0,0,0,8.333333333,0,0,0,16.66666667,0,0,0,0,0,0,25,27.68591745,76.81730575,158.9772623,4.061481481,0.005701481,0.468771111,0.5168744,93.44674543,0.070795351,1.921495829,0.513642201,0.325063043,0.684949859,0.697019362,0.865551501,0.358748737,0.416127833,0.157198763,0.532323939
2012 GLForbMNorthUpper11_W,GLForbMNorthUpper11_W,GL,2012,North,Upper,M,11,W,Forb,3,58.50694444,62.5,0,4.166666667,0,0,0,20.83333333,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,28.26387561,59.51572601,170.4058424,3.912857143,0.004447143,0.457652381,0.614779823,135.2427611,0.052659247,1.852645686,0.45025121,0.514715166,0.098572526,0.532950561,0.885637263,0.361137599,1.152343227,0.333385512,0.285162078
2012 GLForbMNorthUpper12_S,GLForbMNorthUpper12_S,GL,2012,North,Upper,M,12,S,Forb,4,83.68055556,16.66666667,0,0,0,0,8.333333333,25,0,0,0,0,16.66666667,0,0,0,8.333333333,0,0,0,0,0,0,0,27.64661108,67.19600703,159.8740769,3.364285714,0.005292571,0.451382857,0.595696465,113.3130852,0.070709834,2.584876986,0.52268393,0.565480128,0.186058851,0.614363601,0.851264222,0.369709172,1.202891376,0.388417683,1.365346604
2012 GLForbMNorthUpper12_W,GLForbMNorthUpper12_W,GL,2012,North,Upper,M,12,W,Forb,3,54.16666667,16.66666667,0,4.166666667,0,0,0,20.83333333,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,30.52634769,60.92667578,166.2100997,3.927777778,0.001244444,0.415685185,0.64271764,123.7765919,0.070512748,1.831112946,0.045670711,0.461453791,0.163950659,0.397036346,0.088297122,0.05418819,0.468324436,0.372000805,1.455373512
2012 GLForbMNorthUpper13_S,GLForbMNorthUpper13_S,GL,2012,North,Upper,M,13,S,Forb,1,4.166666667,25,0,0,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,30.95,71.38,155.08,3.25,0.0021,0.4198,0.632,70.71,0.107,0,0,0,0,0,0,0,0,0,0
2012 GLForbMNorthUpper13_W,GLForbMNorthUpper13_W,GL,2012,North,Upper,M,13,W,Forb,3,50.17361111,12.5,0,0,0,0,0,16.66666667,0,0,0,0,12.5,0,0,0,4.166666667,0,0,0,0,0,0,0,28.70396293,62.2057582,162.8918397,3.5325,0.00440925,0.450396666,0.625520876,112.9331828,0.071661473,2.401048232,0.408061395,0.465175179,0.133332225,0.568949829,0.776280657,0.324675289,0.725555525,0.430722594,1.585748367
2012 GLForbMNorthUpper21_S,GLForbMNorthUpper21_S,GL,2012,North,Upper,M,21,S,Forb,3,58.33333333,12.5,0,20.83333333,0,0,0,12.5,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,30.68162775,70.77320492,174.7038538,4.254,0.0013608,0.432758,0.589387526,109.4991597,0.069696884,1.668532823,0.036595137,0.479513244,0.250036794,0.3918944,0.057614979,0.103081344,0.928998443,0.276660181,0.892749614
2012 GLForbMNorthUpper21_W,GLForbMNorthUpper21_W,GL,2012,North,Upper,M,21,W,Forb,3,66.66666667,20.83333333,0,16.66666667,0,0,0,16.66666667,0,0,0,0,20.83333333,0,0,0,0,0,0,0,0,0,0,0,30.69320795,68.40892813,168.8603629,3.982307692,0.001471077,0.426013333,0.610859001,105.7696509,0.076945522,1.909428873,0.038446207,0.435085658,0.234219298,0.494976342,0.068843551,0.083295676,0.753847564,0.304056557,1.38321728
2012 GLForbMNorthUpper22_S,GLForbMNorthUpper22_S,GL,2012,North,Upper,M,22,S,Forb,3,37.5,25,0,4.166666667,0,0,0,12.5,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,30.56271292,62.73534154,167.1597564,3.956666667,0.001288,0.418396667,0.634312543,120.0052661,0.071494806,1.876597204,0.045761295,0.485821706,0.177939468,0.413959206,0.085665425,0.061744172,0.537363918,0.368162246,1.416201967
2012 GLForbMNorthUpper22_W,GLForbMNorthUpper22_W,GL,2012,North,Upper,M,22,W,Forb,3,16.66666667,33.33333333,0,8.333333333,0,0,4.166666667,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,29.43,82.855,166.7775,3.8425,0.0024,0.42755,0.53675,95.0625,0.07975,1.582982158,0.280494995,0.224658899,0.425174165,0.753474098,0.15368548,0.128002319,0.656554021,0.119411277,0.815194193
2012 GLForbMNorthUpper23_S,GLForbMNorthUpper23_S,GL,2012,North,Upper,M,23,S,Forb,1,4.166666667,58.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666667,26.47996186,59.86954255,90.52768043,4.25,0.003795,0.352586667,0.533601468,132.6970211,0.078745746,0,0,0,0,0,0,0,0,0,0
2012 GLForbMNorthUpper23_W,GLForbMNorthUpper23_W,GL,2012,North,Upper,M,23,W,Forb,3,16.66666667,54.16666667,0,0,0,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,4.166666667,0,0,8.333333333,26.77498093,67.05477128,136.9913402,4.0375,0.00240275,0.3766225,0.55988156,141.3191801,0.068971395,1.481954719,0.121997332,0.452733562,1.026641432,0.19221278,0.198119083,0.23086873,0.451087036,0.277373057,0.584806927
2012 GLForbMSouthEast11_S,GLForbMSouthEast11_S,GL,2012,South,East,M,11,S,Forb,3,75,8.333333333,0,54.16666667,0,0,0,4.166666667,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,30.84363477,78.4768898,178.1947877,4.348888889,0.001566444,0.443921852,0.554849542,92.39354808,0.07490683,1.24743018,0.009082415,0.245139441,0.249748186,0.44563533,0.03374475,0.071732301,0.654132362,0.085251027,0.853403973
2012 GLForbMSouthEast11_W,GLForbMSouthEast11_W,GL,2012,South,East,M,11,W,Forb,2,45.83333333,4.166666667,0,33.33333333,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,30.88454545,79.70727273,177.5818182,4.304545455,0.001641818,0.444890909,0.552,87.45909091,0.077909091,1.278934421,0.00457277,0.177081846,0.271194919,0.505426569,0.035563582,0.065489098,0.601567034,0.08081679,0.949380757
2012 GLForbMSouthEast13_W,GLForbMSouthEast13_W,GL,2012,South,East,M,13,W,Forb,3,62.5,12.5,0,16.66666667,0,0,0,41.66666667,0,0,0,0,0,0,0,0,0,0,0,0,4.166666667,0,0,0,30.2782839,59.48401094,172.9881196,4.31,0.000960333,0.413355555,0.624527835,146.348577,0.054681964,1.17992086,0.03973661,0.485426736,0.153571698,0.182766895,0.052050679,0.104493136,0.896340045,0.248203026,0.427512206
2012 GLForbMSouthEast21_S,GLForbMSouthEast21_S,GL,2012,South,East,M,21,S,Forb,4,45.83333333,4.166666667,0,16.66666667,0,0,4.166666667,4.166666667,0,0,0,0,20.83333333,0,0,0,0,0,0,0,0,0,0,0,30.31322053,75.71581967,166.2178345,3.813636364,0.001966,0.427590303,0.581117432,92.01762414,0.084574813,1.789813631,0.125076205,0.334013169,0.329091571,0.624957048,0.084449395,0.092952337,0.868730874,0.171353955,1.219741918
2012 GLForbMSouthEast21_W,GLForbMSouthEast21_W,GL,2012,South,East,M,21,W,Forb,3,108.3333333,20.83333333,0,8.333333333,0,0,0,50,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,30.38031939,56.98176231,169.3321345,4.12875,0.00096075,0.4133825,0.649218814,141.7741491,0.058742209,1.217383192,0.033600522,0.392265893,0.092182009,0.193036549,0.058645952,0.056626073,0.497801078,0.263388831,0.845342632
2012 GLForbMSouthEast32_S,GLForbMSouthEast32_S,GL,2012,South,East,M,32,S,Forb,4,75.17361111,0,0,0,0,0,0,58.33333333,0,0,0,0,8.333333333,0,0,0,4.166666667,0,0,0,4.166666667,0,0,0,29.41199788,54.84479054,166.5998062,3.936666667,0.002316611,0.420361481,0.647338029,147.3902287,0.056584514,1.302958668,0.201853872,0.277196648,0.07995954,0.343664247,0.37810089,0.160269281,0.556571114,0.251534582,0.686368311
2012 GLForbMSouthEast32_W,GLForbMSouthEast32_W,GL,2012,South,East,M,32,W,Forb,5,96.35416667,0,0,25,0,0,4.166666667,33.33333333,0,0,0,0,20.83333333,0,0,0,12.5,0,0,0,0,0,0,0,28.4558003,69.46444049,168.2386711,3.73826087,0.004698174,0.461562898,0.582362349,107.198301,0.068460155,2.378422983,0.45544325,0.520462455,0.21555301,0.710922559,0.799306528,0.324852847,1.169552933,0.346356474,1.052184219
2012 GLForbMSouthEast42_S,GLForbMSouthEast42_S,GL,2012,South,East,M,42,S,Forb,2,54.16666667,0,0,0,0,0,0,50,0,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,30.26270078,51.89755361,167.8610887,4.108461538,0.000794769,0.406593846,0.670115463,154.6304912,0.053759642,0.538372917,0.013542957,0.116853795,0.043447007,0.116049075,0.028574789,0.009722032,0.080839445,0.11421061,0.490063292
2012 GLForbMSouthEast42_W,GLForbMSouthEast42_W,GL,2012,South,East,M,42,W,Forb,1,4.166666667,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.86,82.83,186.02,4.7,0.00147,0.4543,0.522,93.74,0.067,0,0,0,0,0,0,0,0,0,0
2012 GLForbMSouthWest11_S,GLForbMSouthWest11_S,GL,2012,South,West,M,11,S,Forb,1,4.166666667,16.66666667,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.86,82.83,186.02,4.7,0.00147,0.4543,0.522,93.74,0.067,0,0,0,0,0,0,0,0,0,0
2012 GLForbMSouthWest11_W,GLForbMSouthWest11_W,GL,2012,South,West,M,11,W,Forb,1,4.340277778,29.16666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,15.96,82.41,162.19,1.79,0.02623,0.7218,0.415,44.84,0.055,0,0,0,0,0,0,0,0,0,0
2012 GLForbMSouthWest13_W,GLForbMSouthWest13_W,GL,2012,South,West,M,13,W,Forb,2,37.5,12.5,0,25,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.64180862,71.97800547,180.3220598,4.526666667,0.001208667,0.438031111,0.572430584,116.3679552,0.061107649,1.246485058,0.037261243,0.564106352,0.167865712,0.203074328,0.049584122,0.103798406,0.926975403,0.266892172,0.470058529
2012 GLForbMSouthWest21_W,GLForbMSouthWest21_W,GL,2012,South,West,M,21,W,Forb,1,8.333333333,37.5,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.20542585,50.27401641,168.9261794,4.18,0.000686,0.405493333,0.673291752,161.6238655,0.049322946,0,0,0,0,0,0,0,0,0,0
2012 GLForbMSouthWest23_W,GLForbMSouthWest23_W,GL,2012,South,West,M,23,W,Forb,1,4.166666667,41.66666667,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.20542585,50.27401641,168.9261794,4.18,0.000686,0.405493333,0.673291752,161.6238655,0.049322946,0,0,0,0,0,0,0,0,0,0
2012 GLForbMSouthWest34_S,GLForbMSouthWest34_S,GL,2012,South,West,M,34,S,Forb,1,4.166666667,25,0,0,0,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,25.46,90.28,205.43,3.6,0.000356,0.473116667,0.625323304,95.85267835,0.059394087,0,0,0,0,0,0,0,0,0,0
2012 GLForbMSouthWest44_S,GLForbMSouthWest44_S,GL,2012,South,West,M,44,S,Forb,1,8.333333333,16.66666667,0,0,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,30.95,71.38,155.08,3.25,0.0021,0.4198,0.632,70.71,0.107,0,0,0,0,0,0,0,0,0,0
2012 GLForbMSouthWest51_S,GLForbMSouthWest51_S,GL,2012,South,West,M,51,S,Forb,1,8.333333333,25,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.86,82.83,186.02,4.7,0.00147,0.4543,0.522,93.74,0.067,0,0,0,0,0,0,0,0,0,0
2012 GLForbMSouthWest51_W,GLForbMSouthWest51_W,GL,2012,South,West,M,51,W,Forb,1,8.680555556,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,15.96,82.41,162.19,1.79,0.02623,0.7218,0.415,44.84,0.055,0,0,0,0,0,0,0,0,0,0
2012 GLForbMSouthWest53_S,GLForbMSouthWest53_S,GL,2012,South,West,M,53,S,Forb,2,12.67361111,20.83333333,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,25.45695057,60.98601094,166.6807863,3.383333333,0.009200667,0.510928889,0.587194501,122.6959103,0.051215297,2.764738723,0.81091236,0.556828898,0.066151013,0.933360852,1.615531646,0.672697599,1.582572069,0.459147387,0.150961108
2012 GLForbMSouthWest63_S,GLForbMSouthWest63_S,GL,2012,South,West,M,63,S,Forb,2,25,0,0,20.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166666667,30.12999364,79.00325709,170.1046134,4.625,0.0018575,0.437347778,0.523933578,100.2328369,0.068957624,0.719483567,0.15583191,0.248651294,0.586099451,0.109835874,0.091902968,0.135197741,0.044426891,0.095727128,0.195210274
2012 GLForbMSouthWest63_W,GLForbMSouthWest63_W,GL,2012,South,West,M,63,W,Forb,2,33.33333333,4.166666667,0,20.83333333,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,30.875,80.92166667,180.8633333,4.458333333,0.001575,0.44855,0.540333333,89.90166667,0.073666667,0.895550145,0.003201998,0.123998283,0.18989922,0.353915595,0.02490274,0.045857528,0.421236175,0.05659046,0.664786294
2012 GLForbMSouthWest71_S,GLForbMSouthWest71_S,GL,2012,South,West,M,71,S,Forb,2,12.5,16.66666667,0,4.166666667,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,30.92,75.19666667,165.3933333,3.733333333,0.00189,0.4313,0.595333333,78.38666667,0.093666667,1.432880231,0.005123196,0.198397254,0.303838752,0.566264952,0.039844384,0.073372046,0.673977881,0.090544737,1.063658071
2012 GLForbMSouthWest72_S,GLForbMSouthWest72_S,GL,2012,South,West,M,72,S,Forb,1,8.333333333,45.83333333,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.20542585,50.27401641,168.9261794,4.18,0.000686,0.405493333,0.673291752,161.6238655,0.049322946,0,0,0,0,0,0,0,0,0,0
2012 GLForbMSouthWest72_W,GLForbMSouthWest72_W,GL,2012,South,West,M,72,W,Forb,3,45.83333333,20.83333333,0,0,0,0,0,25,0,0,0,0,8.333333333,0,0,4.166666667,0,0,0,0,0,0,0,0,29.88472834,59.24934427,169.8374529,3.802222222,0.003541778,0.505062222,0.638638946,125.0059103,0.063104186,2.118901729,0.115406495,0.466553816,0.171768802,0.442597894,0.633026768,0.816596603,0.636960679,0.431901403,1.167253415
2012 GLForbMSouthWest73_S,GLForbMSouthWest73_S,GL,2012,South,West,M,73,S,Forb,5,71.00694444,4.166666667,0,4.166666667,0,0,0,45.83333333,0,0,0,0,12.5,0,0,0,4.166666667,0,0,0,4.166666667,0,0,0,29.44762849,58.27024591,166.6539984,3.898235294,0.002541824,0.424948627,0.634482898,137.211913,0.061444259,1.727918805,0.214801409,0.40375545,0.115312904,0.418972553,0.396571762,0.183638077,0.692372883,0.349004166,1.001095165
